"number","title","pageid","namespace","length","touched"
"417","Савич_Микола_Іванович","23847","","8824","20200424103333"
"418","Савич_Олексій_Миколайович","23849","","11111","20190217095913"
"419","Сахненко_Данило","24046","","19261","20200510200506"
"420","Сбітнєв_Іван_Матвійович","24056","","5735","20191216171643"
"421","Свиренко_Дмитро_Онисифорович","24083","","8162","20200313235529"
"422","Світ_Іван_Васильович","24096","","23285","20190723005245"
"423","Світличний_Єфрем_Павлович","24104","","2277","20181130202142"
"424","Світличний_Іван_Олексійович","24105","","39820","20200329061318"
"425","Северин_Юрій_Володимирович","24236","","3691","20190723022921"
"426","Седляр_Василь_Теофанович","24240","","12054","20200311215839"
"427","Селіванов_Іван_Михайлович","24279","","2469","20200420190640"
"428","Селянка_України","24286","","925","20180720111652"
"429","Михайль_Семенко","24328","","36077","20200322123400"
"430","Семко_Михайло_Федорович","24346","","3330","20200510083601"
"431","Семковський_Семен_Юлійович","24347","","5811","20190723073721"
"432","Серафімов_Сергій_Савич","24379","","6362","20200331000654"
"433","Сергеєв_Микола_Олександрович","24388","","4479","20200322075520"
"434","Сердюк_Олександр_Іванович","24400","","7923","20200219183430"
"435","Сердюк_Павло_Олександрович","24401","","5353","20200406091936"
"436","Сємірадзький_Юзеф","24444","","4269","20191008064319"
"437","Сєчкін_Віталій_Васильович","24453","","8480","20191129202935"
"438","Мечников_Ілля_Ілліч","26096","","51505","20200507174841"
"439","Кропивницький_Марко_Лукич","26216","","126985","20200429082210"
"440","Харківський_національний_університет_імені_В._Н._Каразіна","27737","","81437","20200503154048"
"441","Підмогильний_Валер'ян_Петрович","27962","","52931","20200421113216"
"442","Кирпичов_Віктор_Львович","28097","","16920","20200508101816"
"443","Литвиненко_Леонід_Михайлович","29326","","9498","20200311055950"
"444","Палладін_Олександр_Володимирович","29366","","19801","20190808143112"
"445","Лесь_Курбас","30847","","35022","20200326214909"
"446","Нудьга_Григорій_Антонович","30971","","22414","20200301231745"
"447","Медведько_Олександр_Іванович","31304","","7865","20190504144241"
"448","Харківське_державне_авіаційне_виробниче_підприємство","31518","","84792","20191226120307"
"449","Юзеф_Пілсудський","32163","","39788","20200509182417"
"450","Вєркін_Борис_Ієремійович","33040","","11896","20200107153506"
"451","Снєгирьов_Гелій_Іванович","33425","","6052","20190725120516"
"452","Семиноженко_Володимир_Петрович","34005","","23178","20200510200948"
"453","Тон_Андрій_Андрійович","34580","","9762","20200514022128"
"454","Всесвіт_(журнал)","34625","","26777","20200331092155"
"455","Харківський_колегіум","34829","","10108","20200424144643"
"456","Цертелєв_Микола_Андрійович","35077","","10007","20190922182258"
"457","Танок_на_майдані_Конґо","35258","","57761","20200502163717"
"458","Пильчиков_Микола_Дмитрович","37013","","27528","20200426100204"
"459","Полонська-Василенко_Наталія_Дмитрівна","37015","","30033","20200412172833"
"460","Степовий_Яків_Степанович","37018","","10227","20200512104506"
"461","Харківський_вагонобудівний_завод","37624","","1952","20180928093134"
"462","Биков_Леонід_Федорович","37792","","32830","20200510202549"
"463","Бортник_Януарій_Дем'янович","38021","","14527","20190423071412"
"464","Вражливий_Василь_Якович","38063","","19232","20200204073146"
"465","Жадан_Сергій_Вікторович","38749","","48421","20200508163235"
"466","Шалімов_Олександр_Олексійович","38884","","14714","20200511084634"
"467","Шепетін_Володимир_Леонідович","39358","","4641","20200213201414"
"468","Місюра_Вадим_Ярославович","39376","","8840","20200406091136"
"469","Генрі_Лайон_Олді","40946","","24431","20200512102653"
"470","Дашкієв_Микола_Олександрович","41088","","35502","20200422131650"
"471","Бузько_Дмитро_Іванович","41126","","16044","20200424092504"
"472","Кіпріанов_Андрій_Іванович","42278","","8179","20190522144407"
